pathway	n_measured_genes	enriched_class	perc_signif_padj_0.05	ES_median	pval_median	padj_median	n_leading_edge_genes	leading_edge_genes
WP_IL18_SIGNALING_PATHWAY	 243	Cases	 99.3	 0.3754324	1.155070e-03	2.590661e-02	 70	ABCF1,ALS2,ANP32A,APBA2,ARF6,ARFGAP2,BAD,BCL2L1,BIN1,CASP3,CCL2,CCL5,CENPB,CHUK,CXCL2,CXCL8,DES,ELAVL1,FADD,FBXW7,HDGF,HPS1,HSPB1,HSPB8,IL18,IL18RAP,IL1B,IRAK1,IRF1,ITGA2B,KRT31,LCK,LMNB2,LRRFIP1,LTB,MAP3K7,MAPK1,MEF2A,MMP9,MYD88,MYH6,NCF1,NFKB1,NFKBIE,NFKBIZ,NR0B2,NR4A1,PIGT,PKN1,PPP1R13L,PRCC,PRKCB,PRKCD,RAE1,RANGAP1,RELA,RFX5,RGS16,S1PR4,SDC4,STK40,TBX21,TNFAIP3,TNFRSF1A,UCK1,UGGT1,USP5,ZBTB7A,ZC3H12A,ZNF219
REACTOME_DNA_REPLICATION_PRE_INITIATION	  83	Cases	 99.1	 0.4821365	1.155878e-03	2.610052e-02	 36	E2F1,E2F2,E2F3,MCM10,POLE2,POLE3,POLE4,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RPA3,UBA52
BIOCARTA_PROTEASOME_PATHWAY	  19	Cases	 99.1	 0.7062590	1.197614e-03	2.677972e-02	 12	PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,RPN1,RPN2,UBE2A
PID_CD8_TCR_DOWNSTREAM_PATHWAY	  49	Cases	 98.1	 0.5509089	1.298559e-03	2.848848e-02	 27	BRAF,CD247,CD3D,CD3E,CD3G,CD8A,FASLG,FOSL1,GZMB,HLA-A,HRAS,IFNAR2,IL2RB,IL2RG,JUNB,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NFATC1,NRAS,PPP3CB,PRF1,PRKCA,PRKCB,RAF1
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	  97	Cases	 98.2	 0.4612364	1.307320e-03	2.849329e-02	 31	ABCA3,ABCC3,ABCD1,ABCF1,ERLEC1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SEL1L,UBA52,VCP
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	 202	Cases	 97.1	 0.3879770	1.370583e-03	2.952587e-02	 48	AXIN1,AXIN2,CSNK1G2,CSNK2B,DKK1,FZD8,H2AC19,H2AJ,H2AX,H2BC11,LEF1,MYC,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,RNF146,RSPO3,TCF7,TLE3,UBA52,YWHAZ,ZNRF3
PID_AVB3_OPN_PATHWAY	  31	Cases	 94.0	 0.6174163	1.504811e-03	3.163842e-02	 13	BCAR1,CDC42,CHUK,MAP3K14,MAPK1,MMP9,NFKB1,PIP5K1A,PTK2B,RAC1,RELA,RHOA,VAV3
PID_P75_NTR_PATHWAY	  63	Cases	 90.8	 0.5111577	1.560942e-03	3.246066e-02	 26	ADAM17,APH1A,ARHGDIA,BAD,CASP3,CHUK,E2F1,FURIN,IKBKG,IRAK1,MAGEH1,MMP3,MYD88,NGF,NSMCE3,PRDM4,PRKCZ,PSENEN,RAC1,RHOA,RHOC,RIPK2,RTN4R,SORT1,SQSTM1,TP53
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	  44	Controls	100.0	-0.7375086	1.663881e-09	8.258404e-07	 22	ABAT,ACAA2,ACAT1,ALDH2,ALDH6A1,BCAT1,BCAT2,BCKDHB,DBT,DLD,EHHADH,HIBADH,HIBCH,HMGCL,IVD,MCCC1,MCCC2,MCEE,MMUT,OXCT1,PCCA,PCCB
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	 102	Controls	100.0	-0.5805845	2.679964e-09	1.102747e-06	 62	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,MT-CO1,MT-CO3,MT-ND1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFB8,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SCO1,SDHA,SDHB,SDHC,SDHD,SLC25A27,SLC25A4,SLC25A6,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	 173	Controls	100.0	-0.4940683	3.508196e-09	1.343554e-06	 94	ACO2,ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,COA1,COQ10A,COX18,COX19,COX20,COX6A1,COX6B1,COX6C,COX7B,COX7C,CS,CYC1,CYCS,D2HGDH,DLAT,DLD,DLST,ETFA,ETFB,ETFDH,FH,L2HGDH,LDHB,LRPPRC,MPC1,MT-CO1,MT-CO3,MT-ND1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFAF4,NDUFAF7,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFV1,NDUFV2,NNT,OGDH,PDHA1,PDK4,PDP1,PDP2,PDPR,SCO1,SDHA,SDHB,SDHC,SDHD,SLC16A1,SLC25A27,SUCLA2,SUCLG1,SUCLG2,TACO1,TIMMDC1,TMEM186,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ
KEGG_PARKINSONS_DISEASE	 119	Controls	100.0	-0.5044897	5.571978e-07	8.911809e-05	 69	APAF1,ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,CASP9,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,CYC1,CYCS,LRRK2,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFB8,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHA,SDHB,SDHC,SDHD,SLC25A4,SLC25A6,UBA1,UBA7,UBE2G2,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ,VDAC2,VDAC3
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1266	Controls	100.0	-0.2719667	2.331936e-06	2.511956e-04	241	ABCA6,AGO3,ATAD2,ATF2,ATM,ATXN3,BGLAP,CASP2,CCNA2,CCND1,CCNG1,CDC16,CDC23,CDK9,CDKN1B,CITED2,CNOT6,CNOT8,COX18,COX20,COX6B1,COX7B,CREB1,CSNK2A1,CSTF3,CTSL,DDIT4,EED,EPC1,ESR1,FAS,GLS2,GPAM,GTF2F2,GTF2H3,H3C6,H4C11,H4C5,HDAC1,HDAC6,HSPD1,ING5,INTS2,INTS3,INTS8,JUN,KAT2A,KAT2B,KLF4,KMT2A,KRBOX4,LIFR,MAGOHB,MAP2K6,MAX,MED20,MED23,MET,MGA,MLLT3,NELFCD,NOTCH4,NR1D1,NR1D2,NR3C2,PAPOLA,PAX5,PGR,PHC3,PPARA,PRELID3A,PRKAG2,PSME2,PTPN4,RAD50,RAD9A,RARB,RARG,RBL2,RBM14,RMI1,RORA,RORB,RPAP2,SESN1,SETD9,SKP2,SLC38A9,SNAPC3,SRSF1,TAF2,TAF5,TAL1,TEAD2,TFDP2,THOC1,TNRC6B,TP53INP1,TSC1,TTC5,TXNIP,UBC,UBE2D1,UPF3B,WDR33,ZFP14,ZFP2,ZFP28,ZFP37,ZFP90,ZKSCAN3,ZKSCAN7,ZNF112,ZNF135,ZNF136,ZNF138,ZNF14,ZNF140,ZNF141,ZNF154,ZNF169,ZNF17,ZNF175,ZNF19,ZNF2,ZNF208,ZNF214,ZNF221,ZNF224,ZNF226,ZNF233,ZNF234,ZNF235,ZNF248,ZNF253,ZNF254,ZNF26,ZNF266,ZNF285,ZNF286A,ZNF287,ZNF300,ZNF311,ZNF347,ZNF350,ZNF354C,ZNF37A,ZNF382,ZNF383,ZNF417,ZNF426,ZNF431,ZNF439,ZNF440,ZNF441,ZNF443,ZNF445,ZNF454,ZNF461,ZNF468,ZNF470,ZNF471,ZNF473,ZNF480,ZNF483,ZNF484,ZNF485,ZNF490,ZNF492,ZNF493,ZNF506,ZNF510,ZNF514,ZNF519,ZNF521,ZNF528,ZNF529,ZNF544,ZNF546,ZNF549,ZNF550,ZNF551,ZNF554,ZNF555,ZNF556,ZNF558,ZNF559,ZNF561,ZNF562,ZNF563,ZNF566,ZNF567,ZNF568,ZNF570,ZNF571,ZNF573,ZNF577,ZNF585A,ZNF585B,ZNF587,ZNF595,ZNF605,ZNF606,ZNF607,ZNF611,ZNF615,ZNF616,ZNF619,ZNF621,ZNF624,ZNF625,ZNF658,ZNF660,ZNF662,ZNF667,ZNF676,ZNF678,ZNF680,ZNF692,ZNF696,ZNF699,ZNF700,ZNF701,ZNF708,ZNF709,ZNF711,ZNF717,ZNF718,ZNF720,ZNF721,ZNF724,ZNF736,ZNF740,ZNF75A,ZNF761,ZNF772,ZNF785,ZNF790,ZNF793,ZNF875,ZNF99
WP_OXIDATIVE_PHOSPHORYLATION	  60	Controls	100.0	-0.5705293	1.658005e-05	1.112822e-03	 32	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,ATP6AP2,MT-ND3,MT-ND6,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFV1,NDUFV2
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	  21	Controls	100.0	-0.7501835	3.417286e-05	1.940211e-03	 12	ACAT1,ALDH6A1,BCAT2,BCKDHB,DBT,DLD,HIBADH,HIBCH,IVD,MCCC1,MCCC2,PPM1K
KEGG_CITRATE_CYCLE_TCA_CYCLE	  29	Controls	100.0	-0.6740631	8.479246e-05	3.907295e-03	 22	ACO1,ACO2,CS,DLAT,DLD,DLST,FH,IDH1,IDH3A,MDH1,OGDH,OGDHL,PC,PDHA1,PDHB,SDHA,SDHB,SDHC,SDHD,SUCLA2,SUCLG1,SUCLG2
KEGG_PROPANOATE_METABOLISM	  30	Controls	100.0	-0.6479649	2.097034e-04	7.873789e-03	 18	ABAT,ACACB,ACAT1,ALDH2,ALDH6A1,ALDH7A1,ECHS1,EHHADH,HIBCH,LDHB,MCEE,MLYCD,MMUT,PCCA,PCCB,SUCLA2,SUCLG1,SUCLG2
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	  25	Controls	100.0	-0.6793511	2.360100e-04	8.521928e-03	 12	AMT,BCKDHB,DBT,DHTKD1,DLAT,DLD,DLST,GNMT,LIAS,LIPT1,NDUFAB1,PDHA1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	 164	Controls	100.0	-0.3895769	2.691826e-04	9.230923e-03	 45	ABCD4,ACACB,ALDH1L1,APOB,COQ3,COQ5,COQ9,CUBN,ENPP3,FOLR2,GPC4,GPC6,GPIHBP1,HSP90AA1,IDH1,LPL,MCCC1,MCCC2,MMAA,MMACHC,MMUT,MOCS1,MTHFD1,MTR,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NFS1,NMNAT1,NMNAT2,NT5E,PANK1,PC,PCCA,PCCB,PDSS2,PPCDC,QPRT,RBP1,SHMT1,SLC19A3,SLC46A1,TPK1
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	  56	Controls	100.0	-0.5293332	3.313017e-04	1.062329e-02	 27	COA1,DMAC2,FOXRED1,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFAB1,NDUFAF1,NDUFAF4,NDUFAF7,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFV1,NDUFV2,TIMMDC1,TMEM186
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	  27	Controls	100.0	-0.6539701	3.808427e-04	1.170292e-02	 13	ABAT,ADSS2,ALDH5A1,ASL,ASPA,CAD,CPS1,GLS,GLS2,GLUD1,GLUL,GPT,GPT2
KEGG_ASTHMA	  17	Controls	100.0	-0.7359798	4.501819e-04	1.301518e-02	  8	CD40,HLA-DMA,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DRA
WP_NAD_BIOSYNTHETIC_PATHWAYS	  21	Controls	100.0	-0.6968292	4.525461e-04	1.303671e-02	 10	NADSYN1,NAMPT,NAPRT,NMNAT1,QPRT,SIRT2,SIRT3,SIRT4,SIRT5,TNKS
KEGG_HUNTINGTONS_DISEASE	 166	Controls	100.0	-0.3796263	5.157484e-04	1.428238e-02	 73	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BDNF,CASP9,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,CREB1,CREB3L2,CYC1,CYCS,EP300,GNAQ,HAP1,HDAC1,HIP1,HTT,ITPR1,MT-CO1,MT-CO3,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,PLCB1,PLCB4,REST,SDHA,SDHB,SDHC,SDHD,SLC25A4,SLC25A6,SOD2,TFAM,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ,VDAC2,VDAC3
KEGG_OXIDATIVE_PHOSPHORYLATION	 119	Controls	100.0	-0.4105697	7.254630e-04	1.818547e-02	 56	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,CYC1,MT-CO1,MT-CO3,MT-ND1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFV1,NDUFV2,SDHA,SDHB,SDHC,SDHD,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRQ
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	  33	Controls	 95.0	-0.5823133	1.465220e-03	3.103982e-02	 21	ACAA2,ACAD10,ACAD11,ACADS,ACOT11,ACOT13,ACOT2,ACOT9,ACSM3,DBI,DECR1,ECHS1,HADHA,HADHB,MCEE,MECR,MMAA,MMUT,NDUFAB1,PCCA,PCCB
BIOCARTA_ASBCELL_PATHWAY	   9	Controls	 93.0	-0.8195007	1.586067e-03	3.284458e-02	  5	CD28,CD40,CD80,FAS,HLA-DRA
WP_AMINO_ACID_METABOLISM	  83	Controls	 90.8	-0.4385949	1.627956e-03	3.370062e-02	 29	ACO2,ADH1C,BCAT1,CAD,CBS,CPS1,DLD,DLST,EHHADH,FTCD,GLS,GLUD1,GLUL,GPT2,HIBADH,HIBCH,HMGCL,HNMT,IDH1,LARS2,MCCC1,MMUT,MPST,PC,PDHA1,PDK4,SDHA,SMS,SUCLG1
